miRBase,CID,Correlation
MIMAT0003169,5281004,1
MIMAT0003176,5757,1
MIMAT0003176,5743,1
MIMAT0003176,445154,1
MIMAT0003163,60823,1
MIMAT0000025,89594,1
MIMAT0003167,210332,1
MIMAT0003167,6410,1
MIMAT0003177,444254,1
MIMAT0003172,108065,1
MIMAT0003179,1983,1
MIMAT0003179,5943,1
MIMAT0003389,5757,1
MIMAT0003389,6279,1
MIMAT0003389,5311,1
MIMAT0003389,702,1
MIMAT0003171,210332,1
MIMAT0003340,5793,1
MIMAT0003340,5280453,1
MIMAT0004787,6440495,1
MIMAT0004954,97226,1
MIMAT0004954,241,1
MIMAT0004954,5280795,1
MIMAT0003164,5793,1
MIMAT0003164,444732,1
MIMAT0017282,446220,1
MIMAT0003165,5793,1
MIMAT0003254,5280795,1
MIMAT0004798,5793,1
MIMAT0004798,216239,1
MIMAT0003285,5311,1
MIMAT0004806,3220,1
MIMAT0004806,216239,1
MIMAT0004812,60823,1
MIMAT0004812,5793,1
MIMAT0026739,3385,1
MIMAT0003333,3220,1
MIMAT0003333,60823,1
MIMAT0000026,89594,1
MIMAT0003257,712,1
MIMAT0003257,31101,1
MIMAT0003257,119307,1
MIMAT0004800,60823,1
MIMAT0003890,5281004,1
MIMAT0003890,16741,1
MIMAT0003214,448537,1
MIMAT0003233,2375,1
MIMAT0003890,210332,1
MIMAT0005596,4946,1
MIMAT0005596,5743,1
MIMAT0003215,31401,1
MIMAT0003216,60823,1
MIMAT0003216,448537,1
MIMAT0003219,60823,1
MIMAT0003220,3385,1
MIMAT0003221,2375,1
MIMAT0003222,3385,1
MIMAT0003223,448537,1
MIMAT0003223,444732,1
MIMAT0003223,3385,1
MIMAT0003225,5793,1
MIMAT0003228,54670067,1
MIMAT0003232,444732,1
MIMAT0003232,31401,1
MIMAT0003235,5793,1
MIMAT0003237,97226,1
MIMAT0003238,60823,1
MIMAT0003239,5311,1
MIMAT0003239,3385,1
MIMAT0004894,445858,1
MIMAT0004795,3385,1
MIMAT0004795,119307,1
MIMAT0004893,8490,1
MIMAT0003240,5283344,1
MIMAT0003240,3385,1
MIMAT0004796,5793,1
MIMAT0003241,5793,1
MIMAT0003244,5793,1
MIMAT0003246,448537,1
MIMAT0003247,712,1
MIMAT0004797,5793,1
MIMAT0005291,446220,1
MIMAT0003248,60823,1
MIMAT0003248,54670067,1
MIMAT0003249,5394,1
MIMAT0003252,60823,1
MIMAT0003256,5793,1
MIMAT0003256,216326,1
MIMAT0003258,712,1
MIMAT0006700,89594,1
MIMAT0004801,3220,1
MIMAT0004896,443586,1
MIMAT0004896,12967,1
MIMAT0003258,119307,1
MIMAT0004895,12967,1
MIMAT0003260,3385,1
MIMAT0004802,5311,1
MIMAT0003263,5311,1
MIMAT0003263,448537,1
MIMAT0003264,54670067,1
MIMAT0003264,5793,1
MIMAT0003265,5793,1
MIMAT0004942,8490,1
MIMAT0026620,969516,1
MIMAT0003269,60823,1
MIMAT0003269,47725,1
MIMAT0003271,31401,1
MIMAT0003275,444732,1
MIMAT0003276,448537,1
MIMAT0003279,448537,1
MIMAT0003280,444795,1
MIMAT0003281,444732,1
MIMAT0003282,54670067,1
MIMAT0003283,5793,1
MIMAT0004837,443586,1
MIMAT0003284,5793,1
MIMAT0003286,3385,1
MIMAT0003286,54670067,1
MIMAT0003289,444732,1
MIMAT0003289,31401,1
MIMAT0003290,448537,1
MIMAT0003291,444732,1
MIMAT0003292,448537,1
MIMAT0003294,448537,1
MIMAT0004808,5994,1
MIMAT0003296,5793,1
MIMAT0003296,444732,1
MIMAT0003296,3385,1
MIMAT0004809,3385,1
MIMAT0004810,5793,1
MIMAT0004810,54670067,1
MIMAT0004810,5311,1
MIMAT0004810,216239,1
MIMAT0003298,5280453,1
MIMAT0003298,6013,1
MIMAT0003298,2375,1
MIMAT0003299,10635,1
MIMAT0003299,119307,1
MIMAT0003299,97226,1
MIMAT0003299,54670067,1
MIMAT0003300,2375,1
MIMAT0003302,3220,1
MIMAT0003302,444732,1
MIMAT0003303,3385,1
MIMAT0003303,5994,1
MIMAT0003304,5994,1
MIMAT0003306,97226,1
MIMAT0003306,444732,1
MIMAT0003308,36462,1
MIMAT0003308,10635,1
MIMAT0003308,3385,1
MIMAT0003308,444732,1
MIMAT0003308,2336,1
MIMAT0003308,451668,1
MIMAT0003308,5757,1
MIMAT0003308,6623,1
MIMAT0003308,13089,1
MIMAT0003308,47725,1
MIMAT0003308,2662,1
MIMAT0003308,5288826,1
MIMAT0003308,31401,1
MIMAT0003311,448537,1
MIMAT0003311,444732,1
MIMAT0003312,448537,1
MIMAT0003314,448537,1
MIMAT0003315,448537,1
MIMAT0003315,444732,1
MIMAT0003317,60823,1
MIMAT0003320,712,1
MIMAT0003320,5790,1
MIMAT0003320,60838,1
MIMAT0003320,60700,1
MIMAT0003321,60823,1
MIMAT0003321,5793,1
MIMAT0003321,448537,1
MIMAT0003321,444732,1
MIMAT0003321,451668,1
MIMAT0003322,712,1
MIMAT0003322,31703,1
MIMAT0003328,448537,1
MIMAT0004943,443586,1
MIMAT0004814,5793,1
MIMAT0004814,5311,1
MIMAT0003330,60823,1
MIMAT0003330,5793,1
MIMAT0004897,443586,1
MIMAT0003331,123631,1
MIMAT0003335,448537,1
MIMAT0003335,444732,1
MIMAT0003336,60823,1
MIMAT0003336,445580,1
MIMAT0003336,97226,1
MIMAT0003337,5280453,1
MIMAT0003338,5283344,1
MIMAT0003338,5311,1
MIMAT0003338,712,1
MIMAT0003338,5280795,1
MIMAT0003324,60823,1
MIMAT0003325,54670067,1
MIMAT0003326,54670067,1
MIMAT0003326,5283344,1
MIMAT0003326,36462,1
MIMAT0003326,445154,1
MIMAT0003326,3385,1
MIMAT0003326,444795,1
MIMAT0003326,5280453,1
MIMAT0003326,6013,1
MIMAT0003326,5757,1
MIMAT0003326,6623,1
MIMAT0003326,13089,1
MIMAT0003326,2375,1
MIMAT0003326,47725,1
MIMAT0003326,2662,1
MIMAT0003382,444254,1
MIMAT0005949,216239,1
MIMAT0005949,119307,1
MIMAT0003737,16741,1
MIMAT0003737,210332,1
MIMAT0003734,31703,1
MIMAT0003734,8490,1
MIMAT0012852,445154,1
MIMAT0003881,702,1
MIMAT0003881,4624,1
MIMAT0003477,108065,1
MIMAT0003477,210332,1
MIMAT0003479,443586,1
MIMAT0003479,210332,1
MIMAT0005853,16078949,1
MIMAT0005853,6410,1
MIMAT0003880,448537,1
MIMAT0003731,10621,1
MIMAT0003731,442428,1
MIMAT0003731,108065,1
MIMAT0003731,443586,1
MIMAT0003731,6410,1
MIMAT0003880,3385,1
MIMAT0003880,445434,1
MIMAT0003880,31101,1
MIMAT0003735,12967,1
MIMAT0005327,5743,1
MIMAT0005327,74483,1
MIMAT0003740,8490,1
MIMAT0003741,31401,1
MIMAT0004284,3220,1
MIMAT0003726,443586,1
MIMAT0003726,6410,1
MIMAT0003726,210332,1
MIMAT0003725,210332,1
MIMAT0003782,210332,1
MIMAT0003451,12967,1
MIMAT0003452,443586,1
MIMAT0003455,210332,1
MIMAT0003457,9064,1
MIMAT0003457,442428,1
MIMAT0003457,443586,1
MIMAT0003458,12967,1
MIMAT0003459,443586,1
MIMAT0003459,210332,1
MIMAT0003461,210332,1
MIMAT0003464,443586,1
MIMAT0003464,6410,1
MIMAT0003466,5281004,1
MIMAT0003466,16741,1
MIMAT0003467,6410,1
MIMAT0003469,5793,1
MIMAT0003469,8490,1
MIMAT0003469,16741,1
MIMAT0003469,6410,1
MIMAT0003470,16078949,1
MIMAT0003470,6410,1
MIMAT0003470,31401,1
MIMAT0003471,31703,1
MIMAT0004189,443586,1
MIMAT0003472,443586,1
MIMAT0003474,210332,1
MIMAT0003487,9064,1
MIMAT0003487,443586,1
MIMAT0003487,5281004,1
MIMAT0003487,16741,1
MIMAT0000252,969516,1
MIMAT0000252,3229,1
MIMAT0000252,3385,1
MIMAT0000252,14888,1
MIMAT0000252,47725,1
MIMAT0003490,6410,1
MIMAT0003490,12967,1
MIMAT0003490,210332,1
MIMAT0003491,6410,1
MIMAT0003493,210332,1
MIMAT0003495,8490,1
MIMAT0003496,442428,1
MIMAT0003496,16741,1
MIMAT0003496,6410,1
MIMAT0003496,210332,1
MIMAT0003497,12967,1
MIMAT0003497,210332,1
MIMAT0004828,31703,1
MIMAT0004828,16741,1
MIMAT0004926,5793,1
MIMAT0004926,54670067,1
MIMAT0004926,3385,1
MIMAT0004828,31401,1
MIMAT0003499,443586,1
MIMAT0003499,31703,1
MIMAT0003499,16078949,1
MIMAT0003499,8490,1
MIMAT0003499,5281004,1
MIMAT0003499,16741,1
MIMAT0003499,6410,1
MIMAT0003500,5281004,1
MIMAT0003500,16741,1
MIMAT0012734,3385,1
MIMAT0012735,54670067,1
MIMAT0003465,16741,1
MIMAT0003465,210332,1
MIMAT0003515,442428,1
MIMAT0003752,74483,1
MIMAT0003753,702,1
MIMAT0003756,74483,1
MIMAT0003762,702,1
MIMAT0003763,74483,1
MIMAT0003765,74483,1
MIMAT0003766,74483,1
MIMAT0003767,702,1
MIMAT0003769,74483,1
MIMAT0003769,702,1
MIMAT0004236,443586,1
MIMAT0004237,443586,1
MIMAT0004237,5281004,1
MIMAT0004838,443586,1
MIMAT0004238,6410,1
MIMAT0004238,784,1
MIMAT0005280,4946,1
MIMAT0004840,443586,1
MIMAT0004839,6410,1
MIMAT0004187,8490,1
MIMAT0004187,6410,1
MIMAT0004187,31401,1
MIMAT0004946,5311,1
MIMAT0003879,97226,1
MIMAT0003879,448537,1
MIMAT0003879,3385,1
MIMAT0003889,210332,1
MIMAT0000048,89594,1
MIMAT0003898,31401,1
MIMAT0004957,60823,1
MIMAT0004957,5311,1
MIMAT0004957,5793,1
MIMAT0005336,445154,1
MIMAT0003893,210332,1
MIMAT0003893,31401,1
MIMAT0003892,8490,1
MIMAT0003892,12967,1
MIMAT0003892,210332,1
MIMAT0003892,31401,1
MIMAT0003896,5281004,1
MIMAT0003896,6410,1
MIMAT0003895,31401,1
MIMAT0003894,210332,1
MIMAT0003945,3385,1
MIMAT0003888,3385,1
MIMAT0003888,5280795,1
MIMAT0003883,119307,1
MIMAT0003886,5311,1
MIMAT0003891,8490,1
MIMAT0003948,60823,1
MIMAT0003948,97226,1
MIMAT0004220,89594,1
MIMAT0004224,89594,1
MIMAT0000051,89594,1
MIMAT0004229,89594,1
MIMAT0004233,89594,1
MIMAT0004234,89594,1
MIMAT0000606,3779,1
MIMAT0000677,8490,1
MIMAT0000607,5743,1
MIMAT0004670,8490,1
MIMAT0000678,145858,1
MIMAT0000678,969516,1
MIMAT0000678,442428,1
MIMAT0000678,108065,1
MIMAT0000053,89594,1
MIMAT0004235,89594,1
MIMAT0004188,8490,1
MIMAT0004210,210332,1
MIMAT0014031,24268,1
MIMAT0004280,3496,1
MIMAT0004841,443586,1
MIMAT0004841,6410,1
MIMAT0004841,12967,1
MIMAT0004934,6036,1
MIMAT0005339,5743,1
MIMAT0004853,5281004,1
MIMAT0004853,6410,1
MIMAT0004911,5793,1
MIMAT0004911,216326,1
MIMAT0004911,5790,1
MIMAT0004911,60838,1
MIMAT0004911,60700,1
MIMAT0004923,5793,1
MIMAT0004938,16078949,1
MIMAT0004938,12967,1
MIMAT0004937,443586,1
MIMAT0004855,443586,1
MIMAT0004861,442428,1
MIMAT0004861,443586,1
MIMAT0004861,31703,1
MIMAT0004861,12967,1
MIMAT0004949,3385,1
MIMAT0005285,4946,1
MIMAT0005285,5743,1
MIMAT0004950,5311,1
MIMAT0004933,445858,1
MIMAT0004933,10621,1
MIMAT0004933,108065,1
MIMAT0004933,5280343,1
MIMAT0004933,443586,1
MIMAT0004846,6410,1
MIMAT0004845,443586,1
MIMAT0004845,6410,1
MIMAT0004848,5281004,1
MIMAT0004848,16741,1
MIMAT0004848,12967,1
MIMAT0004948,5793,1
MIMAT0004947,5793,1
MIMAT0026720,5793,1
MIMAT0026720,47725,1
MIMAT0026720,54670067,1
MIMAT0004916,5793,1
MIMAT0004916,444732,1
MIMAT0026719,5793,1
MIMAT0026719,3385,1
MIMAT0004902,5793,1
MIMAT0004907,60823,1
MIMAT0004918,60823,1
MIMAT0004918,97226,1
MIMAT0004365,3496,1
MIMAT0000142,6036,1
MIMAT0000142,702,1
MIMAT0000142,60823,1
MIMAT0000441,5793,1
MIMAT0000441,5757,1
MIMAT0000441,5288209,1
MIMAT0000441,712,1
MIMAT0000441,14888,1
MIMAT0000441,5352624,1
MIMAT0000441,2375,1
MIMAT0000441,47725,1
MIMAT0000441,5394,1
MIMAT0000781,444795,1
MIMAT0000781,445154,1
MIMAT0000143,8490,1
MIMAT0000143,210332,1
MIMAT0000442,5311,1
MIMAT0000442,3385,1
MIMAT0000442,2375,1
MIMAT0000442,47725,1
MIMAT0004708,444795,1
MIMAT0000442,448537,1
MIMAT0000061,89594,1
MIMAT0000092,15625,1
MIMAT0000092,2336,1
MIMAT0000092,969516,1
MIMAT0000092,119307,1
MIMAT0000539,2733526,1
MIMAT0000539,5757,1
MIMAT0000539,5743,1
MIMAT0004971,5994,1
MIMAT0004971,3385,1
MIMAT0004507,448537,1
MIMAT0004508,448537,1
MIMAT0000092,5311,1
MIMAT0000092,3385,1
MIMAT0000092,5310940,1
MIMAT0000092,3071,1
MIMAT0000092,72304,1
MIMAT0000539,8490,1
MIMAT0000816,6440495,1
MIMAT0000816,5743,1
MIMAT0001808,74483,1
MIMAT0004635,6410,1
MIMAT0004507,969516,1
MIMAT0001809,74483,1
MIMAT0003218,9949648,1
MIMAT0003218,448537,1
MIMAT0003218,5310940,1
MIMAT0005340,6440495,1
MIMAT0005340,3779,1
MIMAT0000093,5978,1
MIMAT0000093,24497,1
MIMAT0000093,969516,1
MIMAT0000093,451668,1
MIMAT0000093,444732,1
MIMAT0000093,448537,1
MIMAT0000093,3385,1
MIMAT0000093,5310940,1
MIMAT0000093,712,1
MIMAT0000540,2733526,1
MIMAT0000540,5757,1
MIMAT0000540,8490,1
MIMAT0000540,12967,1
MIMAT0000817,89594,1
MIMAT0000817,5743,1
MIMAT0000817,6440495,1
MIMAT0001810,74483,1
MIMAT0000441,448537,1
MIMAT0004978,60823,1
MIMAT0004979,5311,1
MIMAT0004979,3385,1
MIMAT0004981,3220,1
MIMAT0004982,119307,1
MIMAT0004983,10635,1
MIMAT0026473,969516,1
MIMAT0000095,5793,1
MIMAT0000095,3229,1
MIMAT0000095,5311,1
MIMAT0000095,14888,1
MIMAT0000541,16132265,1
MIMAT0000541,443586,1
MIMAT0000541,210332,1
MIMAT0000818,16132265,1
MIMAT0000096,216326,1
MIMAT0000096,969516,1
MIMAT0000096,5757,1
MIMAT0000096,712,1
MIMAT0000096,14888,1
MIMAT0000096,2662,1
MIMAT0000096,119307,1
MIMAT0000545,8490,1
MIMAT0000819,89594,1
MIMAT0000819,5743,1
MIMAT0000096,5280453,1
MIMAT0001812,74483,1
MIMAT0000097,3229,1
MIMAT0000097,712,1
MIMAT0000097,2375,1
MIMAT0000097,47725,1
MIMAT0000131,8490,1
MIMAT0000131,210332,1
MIMAT0000820,5757,1
MIMAT0000820,6440495,1
MIMAT0000132,9064,1
MIMAT0000132,442428,1
MIMAT0000132,108065,1
MIMAT0000132,5757,1
MIMAT0000132,8490,1
MIMAT0000689,54670067,1
MIMAT0000689,148124,1
MIMAT0000689,36314,1
MIMAT0000689,5311,1
MIMAT0000689,5280795,1
MIMAT0000821,6440495,1
MIMAT0000689,5288826,1
MIMAT0004725,5743,1
MIMAT0004678,4624,1
MIMAT0000414,5793,0
MIMAT0000604,5743,0
MIMAT0005922,448537,0
MIMAT0000419,5793,0
MIMAT0003179,5281004,0
MIMAT0003264,3385,0
MIMAT0003765,6410,0
MIMAT0004496,443586,0
MIMAT0003487,445154,0
MIMAT0000249,6279,0
MIMAT0000236,5280961,0
MIMAT0003500,14888,0
MIMAT0005327,8490,0
MIMAT0000220,460612,0
MIMAT0003409,148124,0
MIMAT0001413,60823,0
MIMAT0000459,969516,0
MIMAT0003464,3385,0
MIMAT0005285,5311,0
MIMAT0000386,8490,0
MIMAT0000804,5757,0
MIMAT0001541,119307,0
MIMAT0000555,3385,0
MIMAT0003299,60750,0
MIMAT0007401,5280896,0
MIMAT0003890,444795,0
MIMAT0000065,2662,0
MIMAT0000869,445580,0
MIMAT0000617,97226,0
MIMAT0000372,5073,0
MIMAT0004882,444732,0
MIMAT0001546,5743,0
MIMAT0004916,60823,0
MIMAT0005315,5793,0
MIMAT0000822,210332,0
MIMAT0001631,5793,0
MIMAT0000104,443586,0
MIMAT0004542,108065,0
MIMAT0000076,443586,0
MIMAT0005625,5283344,0
MIMAT0000417,444732,0
MIMAT0001788,5288826,0
MIMAT0000279,23973,0
MIMAT0001546,702,0
MIMAT0019040,5281004,0
MIMAT0003340,9064,0
MIMAT0003389,5394,0
MIMAT0000210,210332,0
MIMAT0002175,5757,0
MIMAT0000257,97226,0
MIMAT0000086,5757,0
MIMAT0000766,14888,0
MIMAT0002869,5311,0
MIMAT0000253,702,0
MIMAT0004646,54670067,0
MIMAT0000418,3220,0
MIMAT0000132,60823,0
MIMAT0004567,12967,0
MIMAT0003336,444732,0
MIMAT0000903,210332,0
MIMAT0005922,3779,0
MIMAT0000873,5793,0
MIMAT0005278,5311,0
MIMAT0003123,2375,0
MIMAT0001819,16078949,0
MIMAT0000677,3220,0
MIMAT0000610,14888,0
MIMAT0000719,9064,0
MIMAT0003495,6440495,0
MIMAT0000726,5743,0
MIMAT0000146,3345,0
MIMAT0001781,16132265,0
MIMAT0000422,442428,0
MIMAT0016886,97226,0
MIMAT0003475,444797,0
MIMAT0004926,5311,0
MIMAT0000084,702,0
MIMAT0003112,12967,0
MIMAT0004631,3385,0
MIMAT0000072,451668,0
MIMAT0000421,210332,0
MIMAT0001778,3385,0
MIMAT0004489,89594,0
MIMAT0000852,60838,0
MIMAT0001775,5280896,0
MIMAT0000579,14888,0
MIMAT0000259,241,0
MIMAT0000757,442428,0
MIMAT0000459,2907,0
MIMAT0000536,5288826,0
MIMAT0000661,31401,0
MIMAT0000454,667639,0
MIMAT0000366,216239,0
MIMAT0000537,31703,0
MIMAT0000072,6440495,0
MIMAT0003479,6410,0
MIMAT0000798,5280961,0
MIMAT0000616,2336,0
MIMAT0001072,210332,0
MIMAT0003725,13342,0
MIMAT0000873,3385,0
MIMAT0004644,8490,0
MIMAT0003125,3385,0
MIMAT0000669,444732,0
MIMAT0000678,702,0
MIMAT0000208,60700,0
MIMAT0000067,5793,0
MIMAT0000534,6036,0
MIMAT0000318,89594,0
MIMAT0019040,2733526,0
MIMAT0000071,6410,0
MIMAT0003248,15625,0
MIMAT0000513,89594,0
MIMAT0000447,702,0
MIMAT0000875,969516,0
MIMAT0004782,9064,0
MIMAT0000138,444795,0
MIMAT0005584,210332,0
MIMAT0002872,8029,0
MIMAT0000520,119307,0
MIMAT0004596,5743,0
MIMAT0004949,89594,0
MIMAT0000789,3385,0
MIMAT0023634,5793,0
MIMAT0016889,36314,0
MIMAT0001037,74483,0
MIMAT0004813,3007,0
MIMAT0000075,5793,0
MIMAT0003336,3385,0
MIMAT0004916,36462,0
MIMAT0000258,164676,0
MIMAT0003308,3496,0
MIMAT0000894,2375,0
MIMAT0000096,5743,0
MIMAT0003759,5284616,0
MIMAT0004886,6410,0
MIMAT0001846,445434,0
MIMAT0000386,6410,0
MIMAT0001037,445858,0
MIMAT0000421,6089,0
MIMAT0000067,15939,0
MIMAT0000452,16741,0
MIMAT0000441,9064,0
MIMAT0003330,3121,0
MIMAT0002821,3385,0
MIMAT0003286,5743,0
MIMAT0003879,15,0
MIMAT0000868,6410,0
MIMAT0023634,445154,0
MIMAT0000664,5757,0
MIMAT0000266,3220,0
MIMAT0017950,4946,0
MIMAT0000617,448537,0
MIMAT0000529,74483,0
MIMAT0000746,712,0
MIMAT0004845,216239,0
MIMAT0003388,969516,0
MIMAT0001076,5280453,0
MIMAT0000527,9444,0
MIMAT0000227,24288,0
MIMAT0000706,5743,0
MIMAT0002175,229455,0
MIMAT0004861,5793,0
MIMAT0005881,210332,0
MIMAT0000424,54670067,0
MIMAT0000727,448537,0
MIMAT0000062,4946,0
MIMAT0005596,712,0
MIMAT0000419,74483,0
MIMAT0000216,5280343,0
MIMAT0002856,8490,0
MIMAT0000419,3028194,0
MIMAT0000643,2662,0
MIMAT0000651,702,0
MIMAT0000226,5311,0
MIMAT0003258,74483,0
MIMAT0000827,5359268,0
MIMAT0000436,8490,0
MIMAT0000235,5743,0
MIMAT0000080,2733526,0
MIMAT0004621,445580,0
MIMAT0000681,5757,0
MIMAT0002835,31703,0
MIMAT0000565,3496,0
MIMAT0005576,448537,0
MIMAT0000415,31703,0
MIMAT0003731,3779,0
MIMAT0000790,443586,0
MIMAT0000711,210332,0
MIMAT0003263,5943,0
MIMAT0004674,9064,0
MIMAT0000719,712,0
MIMAT0004541,15625,0
MIMAT0003475,16078949,0
MIMAT0003338,445580,0
MIMAT0000535,210332,0
MIMAT0000232,8490,0
MIMAT0000155,60750,0
MIMAT0000525,3385,0
MIMAT0026739,10621,0
MIMAT0000513,6036,0
MIMAT0000227,2733526,0
MIMAT0000773,3385,0
MIMAT0005278,97226,0
MIMAT0000860,5288826,0
MIMAT0003189,31703,0
MIMAT0000218,784,0
MIMAT0004911,784,0
MIMAT0000145,985,0
MIMAT0001341,216239,0
MIMAT0015018,5793,0
MIMAT0005278,13091,0
MIMAT0003389,5793,0
MIMAT0000068,74483,0
MIMAT0003308,12967,0
MIMAT0001081,5793,0
MIMAT0012848,216239,0
MIMAT0000221,5280453,0
MIMAT0000073,74483,0
MIMAT0004848,969516,0
MIMAT0003184,3779,0
MIMAT0000078,702,0
MIMAT0004929,4946,0
MIMAT0000784,23973,0
MIMAT0000417,3779,0
MIMAT0000419,445580,0
MIMAT0004813,2375,0
MIMAT0000825,444732,0
MIMAT0000753,5793,0
MIMAT0004635,3121,0
MIMAT0003254,60750,0
MIMAT0000417,5743,0
MIMAT0000253,89594,0
MIMAT0000132,74483,0
MIMAT0000518,8029,0
MIMAT0000730,89594,0
MIMAT0009198,16132265,0
MIMAT0004661,60823,0
MIMAT0004692,9064,0
MIMAT0000086,54670067,0
MIMAT0004888,47725,0
MIMAT0000690,210332,0
MIMAT0000087,148124,0
MIMAT0000528,6623,0
MIMAT0004876,74483,0
MIMAT0005922,31703,0
MIMAT0003213,712,0
MIMAT0009448,444732,0
MIMAT0000279,145858,0
MIMAT0003216,5994,0
MIMAT0000535,3028194,0
MIMAT0000655,5311,0
MIMAT0000245,13089,0
MIMAT0004764,445580,0
MIMAT0000863,5793,0
MIMAT0000255,119307,0
MIMAT0000080,445154,0
MIMAT0003320,445580,0
MIMAT0018087,3385,0
MIMAT0004704,14888,0
MIMAT0000439,6279,0
MIMAT0000422,712,0
MIMAT0003302,14888,0
MIMAT0000686,3385,0
MIMAT0005301,5281004,0
MIMAT0004773,3779,0
MIMAT0000077,2375,0
MIMAT0000086,13342,0
MIMAT0000418,74483,0
MIMAT0011161,74483,0
MIMAT0000092,16741,0
MIMAT0000764,702,0
MIMAT0000053,74483,0
MIMAT0000650,445580,0
MIMAT0019876,23973,0
MIMAT0000254,54670067,0
MIMAT0000438,2236,0
MIMAT0018997,5757,0
MIMAT0018988,5281929,0
MIMAT0000268,5793,0
MIMAT0000529,210332,0
MIMAT0001882,108065,0
MIMAT0000751,451668,0
MIMAT0004808,8490,0
MIMAT0000240,145858,0
MIMAT0004676,12967,0
MIMAT0000078,6410,0
MIMAT0000072,108065,0
MIMAT0000517,445154,0
MIMAT0000067,74483,0
MIMAT0000370,229455,0
MIMAT0003280,702,0
MIMAT0004926,10621,0
MIMAT0001820,119307,0
MIMAT0000279,89594,0
MIMAT0002874,2662,0
MIMAT0019730,210332,0
MIMAT0017002,74483,0
MIMAT0000224,3385,0
MIMAT0000755,15625,0
MIMAT0003885,4946,0
MIMAT0000208,6410,0
MIMAT0000236,444795,0
MIMAT0000617,4946,0
MIMAT0000722,89594,0
MIMAT0003500,97226,0
MIMAT0001081,3385,0
MIMAT0000273,24268,0
MIMAT0003179,3385,0
MIMAT0000063,5743,0
MIMAT0003767,74483,0
MIMAT0002827,216239,0
MIMAT0004948,5757,0
MIMAT0001820,451668,0
MIMAT0000256,36462,0
MIMAT0004616,448537,0
MIMAT0000518,5743,0
MIMAT0000900,4212,0
MIMAT0000439,702,0
MIMAT0002889,74483,0
MIMAT0004840,4891,0
MIMAT0000070,60823,0
MIMAT0000570,702,0
MIMAT0000069,5280453,0
MIMAT0004621,15625,0
MIMAT0018982,123631,0
MIMAT0003247,210332,0
MIMAT0000666,16741,0
MIMAT0003216,74483,0
MIMAT0003326,3779,0
MIMAT0000728,4829,0
MIMAT0000099,89594,0
MIMAT0000421,54670067,0
MIMAT0000860,9444,0
MIMAT0000367,74483,0
MIMAT0004773,5994,0
MIMAT0000736,712,0
MIMAT0004531,5793,0
MIMAT0000381,5311,0
MIMAT0003189,3385,0
MIMAT0003182,89594,0
MIMAT0000417,9804992,0
MIMAT0000824,448537,0
MIMAT0000136,5311,0
MIMAT0000682,3385,0
MIMAT0004494,5311,0
MIMAT0000422,60823,0
MIMAT0000892,451668,0
MIMAT0000678,5281614,0
MIMAT0000089,47725,0
MIMAT0001634,16078949,0
MIMAT0000461,74483,0
MIMAT0000415,2336,0
MIMAT0000578,5994,0
MIMAT0000266,443586,0
MIMAT0003895,8029,0
MIMAT0001785,5283344,0
MIMAT0000267,74483,0
MIMAT0000369,5280343,0
MIMAT0002809,3028194,0
MIMAT0000428,2336,0
MIMAT0004639,3229,0
MIMAT0004697,108065,0
MIMAT0000440,60852,0
MIMAT0003326,10621,0
MIMAT0000136,702,0
MIMAT0000077,60823,0
MIMAT0001634,73581,0
MIMAT0000661,16741,0
MIMAT0003208,5311,0
MIMAT0000838,5310940,0
MIMAT0003326,60750,0
MIMAT0000826,23973,0
MIMAT0000381,3779,0
MIMAT0002870,712,0
MIMAT0001545,13342,0
MIMAT0006764,16078949,0
MIMAT0000542,9064,0
MIMAT0000416,451668,0
MIMAT0002830,16078949,0
MIMAT0004942,387447,0
MIMAT0001037,5743,0
MIMAT0002889,119307,0
MIMAT0000817,210332,0
MIMAT0005796,16078949,0
MIMAT0000126,5280343,0
MIMAT0003393,8029,0
MIMAT0000535,5283344,0
MIMAT0000240,89594,0
MIMAT0000646,74483,0
MIMAT0004743,5793,0
MIMAT0000091,5288826,0
MIMAT0019926,15625,0
MIMAT0004720,6623,0
MIMAT0004567,448537,0
MIMAT0000888,6440495,0
MIMAT0000764,162282,0
MIMAT0000158,3385,0
MIMAT0000519,3385,0
MIMAT0000604,15625,0
MIMAT0000670,5281004,0
MIMAT0000256,6410,0
MIMAT0000069,5743,0
MIMAT0000510,12967,0
MIMAT0004630,54670067,0
MIMAT0000424,712,0
MIMAT0000146,89594,0
MIMAT0000103,3652,0
MIMAT0001079,6410,0
MIMAT0000257,15625,0
MIMAT0004696,445639,0
MIMAT0000517,3385,0
MIMAT0001862,36462,0
MIMAT0000086,5994,0
MIMAT0000758,444732,0
MIMAT0000715,54670067,0
MIMAT0002863,445580,0
MIMAT0004644,445580,0
MIMAT0002848,5311,0
MIMAT0000423,3779,0
MIMAT0000381,97226,0
MIMAT0000569,451668,0
MIMAT0004959,3220,0
MIMAT0000436,5994,0
MIMAT0003885,6410,0
MIMAT0004956,13342,0
MIMAT0003315,15939,0
MIMAT0005443,451668,0
MIMAT0003218,210332,0
MIMAT0001786,5757,0
MIMAT0004764,444732,0
MIMAT0004767,969516,0
MIMAT0000074,5743,0
MIMAT0000132,712,0
MIMAT0000076,5793,0
MIMAT0000445,8029,0
MIMAT0001541,24497,0
MIMAT0000759,5793,0
MIMAT0000646,9064,0
